Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1/11/2010,01:02:00,2.056,0.520,245.700,8.600,0.000,1.000,11.000
1/11/2010,01:03:00,2.060,0.518,245.660,8.600,0.000,2.000,12.000
1/11/2010,01:04:00,2.068,0.520,245.820,8.600,0.000,1.000,11.000
1/11/2010,01:05:00,2.064,0.514,245.310,8.600,0.000,1.000,12.000
1/11/2010,01:06:00,2.062,0.510,245.130,8.600,0.000,2.000,11.000
1/11/2010,01:07:00,2.058,0.504,244.850,8.600,0.000,1.000,12.000
1/11/2010,01:08:00,2.062,0.508,245.210,8.600,0.000,2.000,11.000
1/11/2010,01:09:00,2.060,0.508,245.260,8.600,0.000,1.000,12.000
1/11/2010,01:10:00,1.696,0.340,245.800,7.200,0.000,1.000,6.000
1/11/2010,01:11:00,1.332,0.086,246.620,5.400,0.000,2.000,1.000
1/11/2010,01:12:00,1.322,0.072,246.580,5.400,0.000,1.000,1.000
1/11/2010,01:13:00,1.320,0.072,246.600,5.400,0.000,1.000,0.000
1/11/2010,01:14:00,1.318,0.070,246.110,5.400,0.000,2.000,1.000
1/11/2010,01:15:00,1.320,0.072,246.390,5.400,0.000,1.000,1.000
1/11/2010,01:16:00,1.318,0.072,246.430,5.400,0.000,2.000,0.000
1/11/2010,01:17:00,1.314,0.070,246.130,5.400,0.000,1.000,1.000
1/11/2010,01:18:00,1.314,0.070,246.260,5.400,0.000,1.000,1.000
1/11/2010,01:19:00,1.316,0.072,246.450,5.400,0.000,2.000,0.000
1/11/2010,01:20:00,1.312,0.070,246.080,5.400,0.000,1.000,1.000
1/11/2010,01:21:00,1.400,0.178,245.840,5.800,0.000,1.000,1.000
1/11/2010,01:22:00,1.448,0.178,246.250,6.000,0.000,2.000,0.000
1/11/2010,01:23:00,1.372,0.184,246.380,5.600,0.000,1.000,1.000
1/11/2010,01:24:00,1.384,0.180,246.400,5.600,0.000,1.000,1.000
1/11/2010,01:25:00,1.388,0.180,246.350,5.600,0.000,1.000,0.000
1/11/2010,01:26:00,1.384,0.180,246.250,5.600,0.000,2.000,1.000
1/11/2010,01:27:00,1.378,0.180,246.240,5.600,0.000,1.000,1.000
1/11/2010,01:28:00,1.312,0.074,246.480,5.400,0.000,1.000,0.000
1/11/2010,01:29:00,1.310,0.070,246.550,5.400,0.000,1.000,1.000
1/11/2010,01:30:00,1.310,0.072,246.510,5.400,0.000,2.000,1.000
1/11/2010,01:31:00,1.400,0.174,246.160,5.800,0.000,1.000,0.000
1/11/2010,01:32:00,1.418,0.212,246.380,5.800,0.000,1.000,1.000
1/11/2010,01:33:00,1.412,0.212,246.280,5.800,0.000,1.000,1.000
1/11/2010,01:34:00,1.412,0.210,246.320,5.800,0.000,2.000,0.000
1/11/2010,01:35:00,1.406,0.210,246.250,5.800,0.000,1.000,1.000
1/11/2010,01:36:00,1.402,0.210,245.850,5.800,0.000,1.000,1.000
1/11/2010,01:37:00,1.394,0.208,245.690,5.800,0.000,1.000,0.000
1/11/2010,01:38:00,1.392,0.210,245.940,5.800,0.000,1.000,1.000
1/11/2010,01:39:00,1.398,0.210,246.120,5.800,0.000,1.000,1.000
1/11/2010,01:40:00,1.398,0.210,246.200,5.800,0.000,2.000,0.000
1/11/2010,01:41:00,1.390,0.212,246.480,5.600,0.000,1.000,1.000
1/11/2010,01:42:00,1.390,0.214,246.800,5.600,0.000,1.000,1.000
1/11/2010,01:43:00,1.392,0.214,246.870,5.600,0.000,1.000,0.000
1/11/2010,01:44:00,1.388,0.214,246.600,5.600,0.000,1.000,1.000
1/11/2010,01:45:00,1.296,0.074,246.420,5.200,0.000,2.000,1.000
1/11/2010,01:46:00,1.296,0.070,246.670,5.200,0.000,1.000,0.000
1/11/2010,01:47:00,1.298,0.072,246.950,5.200,0.000,1.000,1.000
1/11/2010,01:48:00,1.298,0.074,247.170,5.200,0.000,1.000,1.000
1/11/2010,01:49:00,1.300,0.074,247.080,5.200,0.000,1.000,0.000
1/11/2010,01:50:00,1.300,0.074,246.970,5.200,0.000,1.000,1.000
1/11/2010,01:51:00,1.312,0.082,248.860,5.200,0.000,2.000,1.000
1/11/2010,01:52:00,1.316,0.084,249.270,5.200,0.000,1.000,0.000
1/11/2010,01:53:00,1.404,0.188,249.030,5.600,0.000,1.000,1.000
1/11/2010,01:54:00,1.392,0.194,248.990,5.600,0.000,1.000,1.000
1/11/2010,01:55:00,1.390,0.196,249.120,5.600,0.000,1.000,0.000
1/11/2010,01:56:00,1.390,0.194,248.970,5.600,0.000,1.000,1.000
1/11/2010,01:57:00,1.386,0.192,248.570,5.600,0.000,2.000,1.000
1/11/2010,01:58:00,1.382,0.190,248.180,5.600,0.000,1.000,1.000
1/11/2010,01:59:00,1.382,0.190,248.290,5.600,0.000,1.000,0.000
1/11/2010,02:00:00,1.328,0.102,249.040,5.400,0.000,1.000,1.000
1/11/2010,02:01:00,1.312,0.084,249.330,5.200,0.000,1.000,1.000
1/11/2010,02:02:00,1.316,0.084,249.560,5.200,0.000,2.000,0.000
1/11/2010,02:03:00,1.314,0.084,249.580,5.200,0.000,1.000,1.000
1/11/2010,02:04:00,1.312,0.082,248.960,5.200,0.000,1.000,1.000
1/11/2010,02:05:00,1.424,0.216,248.630,5.800,0.000,1.000,0.000
1/11/2010,02:06:00,1.424,0.230,249.250,5.800,0.000,1.000,1.000
1/11/2010,02:07:00,1.418,0.230,249.060,5.800,0.000,1.000,1.000
1/11/2010,02:08:00,1.414,0.228,248.900,5.800,0.000,2.000,0.000
1/11/2010,02:09:00,1.418,0.228,248.810,5.800,0.000,1.000,1.000
1/11/2010,02:10:00,1.426,0.230,249.070,5.800,0.000,1.000,1.000
1/11/2010,02:11:00,1.426,0.230,249.140,5.800,0.000,1.000,0.000
1/11/2010,02:12:00,1.334,0.270,248.860,5.400,0.000,1.000,1.000
1/11/2010,02:13:00,1.322,0.268,248.210,5.400,0.000,1.000,1.000
1/11/2010,02:14:00,1.320,0.266,247.920,5.400,0.000,2.000,1.000
1/11/2010,02:15:00,1.318,0.266,247.890,5.400,0.000,1.000,0.000
1/11/2010,02:16:00,1.312,0.268,247.970,5.400,0.000,1.000,1.000
1/11/2010,02:17:00,1.306,0.278,248.450,5.400,0.000,1.000,1.000
1/11/2010,02:18:00,1.272,0.228,248.600,5.200,0.000,1.000,0.000
1/11/2010,02:19:00,1.212,0.134,248.750,4.800,0.000,1.000,1.000
1/11/2010,02:20:00,1.214,0.134,248.660,4.800,0.000,2.000,1.000
1/11/2010,02:21:00,1.220,0.138,249.280,4.800,0.000,1.000,0.000
1/11/2010,02:22:00,1.218,0.140,249.710,4.800,0.000,1.000,1.000
1/11/2010,02:23:00,1.224,0.140,249.750,4.800,0.000,1.000,1.000
1/11/2010,02:24:00,1.228,0.140,249.960,5.000,0.000,1.000,0.000
1/11/2010,02:25:00,1.296,0.216,249.980,5.200,0.000,1.000,1.000
1/11/2010,02:26:00,1.300,0.248,249.250,5.200,0.000,2.000,1.000
1/11/2010,02:27:00,1.296,0.248,249.060,5.200,0.000,1.000,0.000
1/11/2010,02:28:00,1.294,0.248,248.970,5.200,0.000,1.000,1.000
1/11/2010,02:29:00,1.290,0.246,248.820,5.200,0.000,1.000,1.000
1/11/2010,02:30:00,1.288,0.250,249.450,5.200,0.000,1.000,1.000
1/11/2010,02:31:00,1.286,0.250,249.410,5.200,0.000,1.000,0.000
1/11/2010,02:32:00,1.244,0.186,249.320,5.000,0.000,1.000,1.000
1/11/2010,02:33:00,1.212,0.136,249.010,4.800,0.000,2.000,1.000
1/11/2010,02:34:00,1.212,0.134,248.870,4.800,0.000,1.000,0.000
1/11/2010,02:35:00,1.218,0.138,249.670,4.800,0.000,1.000,1.000
1/11/2010,02:36:00,1.216,0.138,249.710,4.800,0.000,1.000,1.000
1/11/2010,02:37:00,1.216,0.138,249.620,4.800,0.000,1.000,0.000
1/11/2010,02:38:00,1.250,0.164,250.000,5.000,0.000,1.000,1.000
1/11/2010,02:39:00,1.334,0.290,250.390,5.400,0.000,2.000,1.000
1/11/2010,02:40:00,1.330,0.290,250.230,5.400,0.000,1.000,0.000
1/11/2010,02:41:00,1.328,0.292,250.440,5.400,0.000,1.000,1.000
1/11/2010,02:42:00,1.326,0.288,250.010,5.400,0.000,1.000,1.000
1/11/2010,02:43:00,1.324,0.290,250.130,5.400,0.000,1.000,1.000
1/11/2010,02:44:00,1.320,0.288,249.880,5.400,0.000,1.000,0.000
1/11/2010,02:45:00,1.322,0.292,250.530,5.400,0.000,2.000,1.000
1/11/2010,02:46:00,1.326,0.296,251.100,5.400,0.000,1.000,1.000
1/11/2010,02:47:00,1.322,0.290,250.410,5.400,0.000,1.000,0.000
1/11/2010,02:48:00,1.318,0.286,249.790,5.400,0.000,1.000,1.000
1/11/2010,02:49:00,1.320,0.290,250.130,5.400,0.000,1.000,1.000
1/11/2010,02:50:00,1.264,0.182,249.980,5.000,0.000,0.000,0.000
1/11/2010,02:51:00,1.250,0.156,250.060,5.000,0.000,0.000,1.000
1/11/2010,02:52:00,1.186,0.058,249.710,4.800,0.000,0.000,1.000
1/11/2010,02:53:00,1.154,0.000,249.590,4.600,0.000,0.000,0.000
1/11/2010,02:54:00,1.150,0.000,249.350,4.600,0.000,0.000,1.000
1/11/2010,02:55:00,1.144,0.000,248.870,4.600,0.000,0.000,1.000
1/11/2010,02:56:00,1.144,0.000,248.910,4.600,0.000,0.000,1.000
1/11/2010,02:57:00,1.206,0.066,248.830,4.800,0.000,0.000,0.000
1/11/2010,02:58:00,1.226,0.118,249.420,5.000,0.000,0.000,1.000
1/11/2010,02:59:00,1.218,0.114,248.720,4.800,0.000,0.000,1.000
1/11/2010,03:00:00,1.212,0.110,248.190,4.800,0.000,0.000,0.000
1/11/2010,03:01:00,1.210,0.110,248.040,4.800,0.000,0.000,1.000
1/11/2010,03:02:00,1.208,0.110,248.010,4.800,0.000,0.000,1.000
1/11/2010,03:03:00,1.208,0.110,248.080,4.800,0.000,0.000,0.000
1/11/2010,03:04:00,1.170,0.058,247.550,4.800,0.000,0.000,1.000
1/11/2010,03:05:00,1.132,0.000,247.500,4.600,0.000,0.000,1.000
1/11/2010,03:06:00,1.132,0.000,247.620,4.600,0.000,0.000,0.000
1/11/2010,03:07:00,1.136,0.000,247.960,4.600,0.000,0.000,1.000
1/11/2010,03:08:00,1.136,0.000,248.210,4.600,0.000,0.000,1.000
1/11/2010,03:09:00,1.136,0.000,248.250,4.600,0.000,0.000,0.000
1/11/2010,03:10:00,1.108,0.000,247.740,4.400,0.000,0.000,1.000
1/11/2010,03:11:00,1.098,0.000,247.320,4.400,0.000,0.000,1.000
1/11/2010,03:12:00,1.152,0.054,247.570,4.600,0.000,0.000,0.000
1/11/2010,03:13:00,1.216,0.146,247.820,4.800,0.000,0.000,1.000
1/11/2010,03:14:00,1.206,0.144,247.500,4.800,0.000,0.000,1.000
1/11/2010,03:15:00,1.204,0.144,247.470,4.800,0.000,0.000,0.000
1/11/2010,03:16:00,1.202,0.146,247.590,4.800,0.000,0.000,1.000
1/11/2010,03:17:00,1.204,0.146,247.830,4.800,0.000,0.000,1.000
1/11/2010,03:18:00,1.204,0.148,248.010,4.800,0.000,0.000,1.000
1/11/2010,03:19:00,1.198,0.146,247.530,4.800,0.000,0.000,0.000
1/11/2010,03:20:00,1.196,0.144,247.350,4.800,0.000,0.000,1.000
1/11/2010,03:21:00,1.196,0.144,247.370,4.800,0.000,0.000,1.000
1/11/2010,03:22:00,1.198,0.146,247.610,4.800,0.000,0.000,0.000
1/11/2010,03:23:00,1.194,0.146,247.440,4.800,0.000,0.000,1.000
1/11/2010,03:24:00,1.196,0.146,247.640,4.800,0.000,0.000,1.000
1/11/2010,03:25:00,1.192,0.142,247.070,4.800,0.000,0.000,0.000
1/11/2010,03:26:00,1.124,0.000,246.800,4.600,0.000,0.000,1.000
1/11/2010,03:27:00,1.098,0.000,247.210,4.400,0.000,0.000,1.000
1/11/2010,03:28:00,1.100,0.000,247.550,4.400,0.000,0.000,0.000
1/11/2010,03:29:00,1.100,0.000,247.630,4.400,0.000,0.000,1.000
1/11/2010,03:30:00,1.190,0.110,247.030,4.800,0.000,0.000,1.000
1/11/2010,03:31:00,1.172,0.110,247.260,4.800,0.000,0.000,0.000
1/11/2010,03:32:00,1.174,0.112,247.540,4.800,0.000,0.000,1.000
1/11/2010,03:33:00,1.172,0.110,247.320,4.800,0.000,0.000,1.000
1/11/2010,03:34:00,1.160,0.104,247.610,4.600,0.000,0.000,0.000
1/11/2010,03:35:00,1.132,0.098,248.490,4.600,0.000,0.000,1.000
1/11/2010,03:36:00,1.126,0.096,247.710,4.400,0.000,0.000,1.000
1/11/2010,03:37:00,1.056,0.000,246.950,4.200,0.000,0.000,0.000
1/11/2010,03:38:00,1.052,0.000,247.260,4.200,0.000,0.000,1.000
1/11/2010,03:39:00,1.054,0.000,247.730,4.200,0.000,0.000,1.000
1/11/2010,03:40:00,1.052,0.000,247.300,4.200,0.000,0.000,0.000
1/11/2010,03:41:00,1.050,0.000,247.170,4.200,0.000,0.000,1.000
1/11/2010,03:42:00,1.048,0.000,246.910,4.200,0.000,0.000,1.000
1/11/2010,03:43:00,1.054,0.000,246.830,4.200,0.000,0.000,0.000
1/11/2010,03:44:00,1.100,0.000,247.140,4.400,0.000,0.000,1.000
1/11/2010,03:45:00,1.102,0.000,247.530,4.400,0.000,0.000,1.000
1/11/2010,03:46:00,1.148,0.000,247.440,4.600,0.000,0.000,0.000
1/11/2010,03:47:00,1.218,0.146,247.710,5.000,0.000,0.000,1.000
1/11/2010,03:48:00,1.212,0.148,247.770,4.800,0.000,0.000,1.000
1/11/2010,03:49:00,1.200,0.142,247.320,4.800,0.000,0.000,1.000
1/11/2010,03:50:00,1.156,0.128,247.340,4.600,0.000,0.000,0.000
1/11/2010,03:51:00,0.868,0.140,247.730,3.600,0.000,0.000,1.000
1/11/2010,03:52:00,0.792,0.136,247.450,3.200,0.000,0.000,1.000
1/11/2010,03:53:00,0.784,0.132,246.650,3.200,0.000,0.000,0.000
1/11/2010,03:54:00,0.754,0.136,247.170,3.000,0.000,0.000,1.000
1/11/2010,03:55:00,0.508,0.144,248.130,2.200,0.000,0.000,1.000
1/11/2010,03:56:00,0.370,0.148,248.270,1.600,0.000,0.000,0.000
1/11/2010,03:57:00,0.370,0.148,248.720,1.600,0.000,0.000,1.000
1/11/2010,03:58:00,0.370,0.150,249.020,1.600,0.000,0.000,1.000
1/11/2010,03:59:00,0.370,0.150,248.830,1.600,0.000,0.000,0.000
1/11/2010,04:00:00,0.292,0.000,249.140,1.200,0.000,0.000,1.000
1/11/2010,04:01:00,0.274,0.000,249.480,1.200,0.000,0.000,1.000
1/11/2010,04:02:00,0.314,0.000,249.140,1.400,0.000,0.000,0.000
1/11/2010,04:03:00,0.350,0.114,248.700,1.400,0.000,0.000,1.000
1/11/2010,04:04:00,0.350,0.114,248.780,1.400,0.000,0.000,1.000
1/11/2010,04:05:00,0.352,0.116,249.450,1.400,0.000,0.000,0.000
1/11/2010,04:06:00,0.352,0.118,249.740,1.400,0.000,0.000,1.000
1/11/2010,04:07:00,0.350,0.118,249.550,1.400,0.000,0.000,1.000
1/11/2010,04:08:00,0.348,0.114,249.080,1.400,0.000,0.000,1.000
1/11/2010,04:09:00,0.328,0.088,249.390,1.400,0.000,0.000,0.000
1/11/2010,04:10:00,0.274,0.000,249.310,1.000,0.000,0.000,1.000
1/11/2010,04:11:00,0.274,0.000,249.330,1.000,0.000,0.000,1.000
1/11/2010,04:12:00,0.274,0.000,249.310,1.200,0.000,0.000,0.000
1/11/2010,04:13:00,0.274,0.000,249.050,1.000,0.000,0.000,1.000
1/11/2010,04:14:00,0.274,0.000,248.570,1.000,0.000,0.000,1.000
1/11/2010,04:15:00,0.274,0.000,249.320,1.200,0.000,0.000,0.000
1/11/2010,04:16:00,0.276,0.000,249.650,1.200,0.000,0.000,1.000
1/11/2010,04:17:00,0.276,0.000,249.630,1.200,0.000,0.000,1.000
1/11/2010,04:18:00,0.276,0.000,249.470,1.200,0.000,0.000,0.000
1/11/2010,04:19:00,0.276,0.000,249.770,1.200,0.000,0.000,1.000
1/11/2010,04:20:00,0.330,0.062,249.620,1.400,0.000,0.000,1.000
1/11/2010,04:21:00,0.388,0.154,249.770,1.600,0.000,0.000,0.000
1/11/2010,04:22:00,0.384,0.152,249.590,1.600,0.000,0.000,1.000
1/11/2010,04:23:00,0.382,0.154,249.810,1.600,0.000,0.000,1.000
1/11/2010,04:24:00,0.380,0.154,249.820,1.600,0.000,0.000,1.000
1/11/2010,04:25:00,0.380,0.154,249.850,1.600,0.000,0.000,0.000
1/11/2010,04:26:00,0.378,0.154,249.940,1.600,0.000,0.000,1.000
1/11/2010,04:27:00,0.376,0.154,249.800,1.600,0.000,0.000,1.000
1/11/2010,04:28:00,0.376,0.154,249.850,1.600,0.000,0.000,0.000
1/11/2010,04:29:00,0.374,0.154,249.540,1.600,0.000,0.000,1.000
1/11/2010,04:30:00,0.374,0.154,249.660,1.600,0.000,0.000,1.000
1/11/2010,04:31:00,0.372,0.154,249.800,1.600,0.000,0.000,0.000
1/11/2010,04:32:00,0.372,0.152,249.390,1.600,0.000,0.000,1.000
1/11/2010,04:33:00,0.372,0.152,249.480,1.600,0.000,0.000,1.000
1/11/2010,04:34:00,0.286,0.000,249.380,1.200,0.000,0.000,0.000
1/11/2010,04:35:00,0.344,0.082,248.480,1.600,0.000,0.000,1.000
1/11/2010,04:36:00,0.350,0.110,248.340,1.400,0.000,0.000,1.000
1/11/2010,04:37:00,0.350,0.114,249.040,1.400,0.000,0.000,0.000
1/11/2010,04:38:00,0.352,0.116,249.510,1.400,0.000,0.000,1.000
1/11/2010,04:39:00,0.350,0.114,249.280,1.400,0.000,0.000,1.000
1/11/2010,04:40:00,0.350,0.116,249.500,1.400,0.000,0.000,1.000
1/11/2010,04:41:00,0.348,0.118,249.660,1.400,0.000,0.000,0.000
1/11/2010,04:42:00,0.294,0.000,250.010,1.200,0.000,0.000,1.000
1/11/2010,04:43:00,0.276,0.000,249.970,1.000,0.000,0.000,1.000
1/11/2010,04:44:00,0.276,0.000,249.800,1.000,0.000,0.000,0.000
1/11/2010,04:45:00,0.274,0.000,249.620,1.000,0.000,0.000,1.000
1/11/2010,04:46:00,0.274,0.000,249.530,1.000,0.000,0.000,1.000
1/11/2010,04:47:00,0.276,0.000,249.800,1.000,0.000,0.000,0.000
1/11/2010,04:48:00,0.274,0.000,249.420,1.000,0.000,0.000,1.000
1/11/2010,04:49:00,0.280,0.000,249.600,1.200,0.000,0.000,1.000
1/11/2010,04:50:00,0.282,0.000,249.470,1.200,0.000,0.000,0.000
1/11/2010,04:51:00,0.282,0.000,249.610,1.200,0.000,0.000,1.000
1/11/2010,04:52:00,0.282,0.000,249.780,1.200,0.000,0.000,1.000
1/11/2010,04:53:00,0.282,0.000,249.700,1.200,0.000,0.000,1.000
1/11/2010,04:54:00,0.336,0.062,249.540,1.400,0.000,0.000,0.000
1/11/2010,04:55:00,0.392,0.150,249.250,1.600,0.000,0.000,1.000
1/11/2010,04:56:00,0.388,0.148,248.870,1.600,0.000,0.000,1.000
1/11/2010,04:57:00,0.384,0.148,248.810,1.600,0.000,0.000,0.000
1/11/2010,04:58:00,0.384,0.150,249.230,1.600,0.000,0.000,1.000
1/11/2010,04:59:00,0.384,0.152,249.560,1.600,0.000,0.000,1.000
1/11/2010,05:00:00,0.382,0.154,249.840,1.600,0.000,0.000,0.000
1/11/2010,05:01:00,0.382,0.156,250.320,1.600,0.000,0.000,1.000
1/11/2010,05:02:00,0.378,0.152,249.230,1.600,0.000,0.000,1.000
1/11/2010,05:03:00,0.376,0.146,248.250,1.600,0.000,0.000,0.000
1/11/2010,05:04:00,0.374,0.146,248.040,1.600,0.000,0.000,1.000
1/11/2010,05:05:00,0.440,0.184,247.360,2.200,0.000,0.000,1.000
1/11/2010,05:06:00,0.944,0.462,246.970,4.200,0.000,0.000,10.000
1/11/2010,05:07:00,0.958,0.454,247.080,4.200,0.000,0.000,11.000
1/11/2010,05:08:00,0.998,0.436,247.830,4.400,0.000,0.000,11.000
1/11/2010,05:09:00,1.002,0.444,248.470,4.400,0.000,0.000,12.000
1/11/2010,05:10:00,1.006,0.434,247.970,4.400,0.000,0.000,11.000
1/11/2010,05:11:00,1.010,0.432,247.960,4.400,0.000,0.000,12.000
1/11/2010,05:12:00,1.008,0.434,248.110,4.400,0.000,0.000,12.000
1/11/2010,05:13:00,1.008,0.434,248.090,4.400,0.000,0.000,11.000
1/11/2010,05:14:00,1.006,0.432,248.100,4.400,0.000,0.000,12.000
1/11/2010,05:15:00,0.940,0.330,248.260,4.000,0.000,0.000,12.000
1/11/2010,05:16:00,0.934,0.320,248.180,4.000,0.000,0.000,11.000
1/11/2010,05:17:00,0.554,0.134,247.620,2.600,0.000,0.000,7.000
1/11/2010,05:18:00,0.274,0.000,246.960,1.000,0.000,0.000,0.000
1/11/2010,05:19:00,0.274,0.000,247.070,1.000,0.000,0.000,1.000
1/11/2010,05:20:00,0.274,0.000,247.390,1.000,0.000,0.000,1.000
1/11/2010,05:21:00,0.274,0.000,247.440,1.000,0.000,0.000,0.000
1/11/2010,05:22:00,0.274,0.000,247.210,1.000,0.000,0.000,1.000
1/11/2010,05:23:00,0.274,0.000,247.040,1.000,0.000,0.000,1.000
1/11/2010,05:24:00,0.270,0.000,247.890,1.000,0.000,0.000,0.000
1/11/2010,05:25:00,0.268,0.000,248.130,1.000,0.000,0.000,1.000
1/11/2010,05:26:00,0.268,0.000,248.230,1.000,0.000,0.000,1.000
1/11/2010,05:27:00,0.272,0.000,248.500,1.000,0.000,0.000,0.000
1/11/2010,05:28:00,0.344,0.072,247.910,1.600,0.000,0.000,1.000
1/11/2010,05:29:00,0.386,0.142,247.670,1.600,0.000,0.000,1.000
1/11/2010,05:30:00,0.382,0.144,248.090,1.600,0.000,0.000,0.000
1/11/2010,05:31:00,0.374,0.146,248.280,1.600,0.000,0.000,1.000
1/11/2010,05:32:00,0.372,0.146,248.360,1.600,0.000,0.000,1.000
1/11/2010,05:33:00,0.372,0.144,248.100,1.600,0.000,0.000,0.000
1/11/2010,05:34:00,0.370,0.144,248.060,1.600,0.000,0.000,1.000
1/11/2010,05:35:00,0.372,0.144,247.890,1.600,0.000,0.000,1.000
1/11/2010,05:36:00,0.374,0.144,247.920,1.600,0.000,0.000,0.000
1/11/2010,05:37:00,0.372,0.144,247.740,1.600,0.000,0.000,1.000
